route,lead_time_bucket,flight_count,avg_price,median_price,min_price,max_price,std_price
JFK-MIA,4-7,4190,218.16355847255372,174.6,88.6,2412.6,147.3023036368759
JFK-MIA,8-14,6967,201.25428161331996,148.6,74.6,1083.21,138.72439285486666
JFK-MIA,15-30,12370,217.8228682295877,198.6,74.6,1058.19,126.0249133197577
JFK-MIA,31-60,20730,222.14621562952243,216.11,73.6,1058.19,123.69408680148726
JFK-OAK,0-3,966,603.488612836439,579.6,267.6,2229.6,198.53222230564464
JFK-OAK,4-7,1407,602.800092395167,579.6,188.6,2908.1,178.91741932972135
JFK-OAK,8-14,2645,623.4238487712665,597.2,168.6,2966.1,209.28577724987568
JFK-OAK,15-30,4898,661.5035973866885,614.195,202.6,3434.1,208.89378732214078
JFK-OAK,31-60,7712,616.4521200726141,598.6,217.61,2844.11,184.94949669944546
JFK-ORD,0-3,4427,430.1341969731195,491.6,93.6,1694.1,177.7260536611951
JFK-ORD,4-7,6243,436.82466122056707,498.2,85.6,1686.6,162.0882547200528
JFK-ORD,8-14,11490,447.183631853786,504.35,85.6,1092.2,151.8963250676058
JFK-ORD,15-30,20992,455.06011766387195,505.7,83.6,1685.6,142.78300968764563
JFK-ORD,31-60,32532,446.9818265092832,492.2,83.6,1102.2,140.0054848995906
JFK-PHL,0-3,1975,431.79359999999997,432.61,131.6,1652.61,167.5257664521548
JFK-PHL,4-7,2233,399.72515450067175,387.2,116.6,1267.6,165.03766418116317
JFK-PHL,8-14,3706,373.98209390178096,342.205,116.6,1284.6,165.54024645496375
JFK-PHL,15-30,6284,329.1470544239338,311.6,101.6,1279.6,152.82900713717063
JFK-PHL,31-60,9870,305.3811317122594,286.6,101.6,743.6,136.7395736822642
JFK-SFO,0-3,3412,522.1729073856975,384.35,258.6,4752.6,417.85148071970934
JFK-SFO,4-7,4594,527.6992925555071,426.7,148.6,4752.6,369.1366828573348
JFK-SFO,8-14,8181,544.3188925559223,458.6,188.6,4752.6,331.57712165709086
JFK-SFO,15-30,14194,544.0862216429477,498.6,108.6,4752.6,275.38334415841086
JFK-SFO,31-60,22836,497.9274837975127,456.6,98.6,2314.6,227.8100615045897
LAX-ATL,0-3,6209,557.5157320019327,581.6,233.99,2118.6,150.48375764683672
LAX-ATL,4-7,8425,536.1811620178041,527.21,216.99,2118.6,135.52524731063673
LAX-ATL,8-14,14458,523.252007884908,507.6,202.78,2118.6,130.36581182657272
LAX-ATL,15-30,24214,526.097140497233,528.6,153.78,1519.6,133.4263231842414
LAX-ATL,31-60,40184,502.11640105514635,498.6,75.99,1536.21,128.23408480029687
LAX-BOS,0-3,6886,565.8398794655824,489.58,210.58,3964.6,330.1640149380303
LAX-BOS,4-7,9483,583.6013793103448,542.6,201.58,2763.6,273.314800003407
LAX-BOS,8-14,17131,592.6048543575973,558.6,201.58,3964.6,246.1964874136564
LAX-BOS,15-30,29844,606.3489518831257,571.4,134.78,3984.6,260.85469328540233
LAX-BOS,31-60,45358,537.4810143745316,517.34,157.96,3564.61,171.1081837925308
LAX-CLT,0-3,4934,548.5672253749493,498.6,165.98,2957.2,246.364672907428
LAX-CLT,4-7,7157,560.27103255554,542.6,187.99,2951.6,196.72191850510205
LAX-CLT,8-14,13458,568.8113003418042,558.6,143.99,3214.6,186.90126505468112
LAX-CLT,15-30,24688,589.4411373946857,567.21,162.99,3220.2,213.85690415153186
LAX-CLT,31-60,37948,540.1012261515759,523.6,75.99,6934.1,194.45133685898702
LAX-DEN,0-3,4034,334.17729796727815,253.6,89.98,1723.6,207.57922371270774
LAX-DEN,4-7,5233,304.8703955665966,258.59,74.78,1723.6,142.16027514014147
LAX-DEN,8-14,9245,295.6624910762574,264.6,59.58,1713.6,145.1297215963164
LAX-DEN,15-30,17116,302.78004966113576,288.6,53.99,2350.6,132.12203630051255
LAX-DEN,31-60,28249,309.7752904527594,292.61,53.99,1723.6,125.66923552986457
LAX-DFW,0-3,5847,373.82428766889,326.6,112.58,2499.6,161.12810794466276
LAX-DFW,4-7,8101,355.2295654857425,334.01,102.58,2499.6,116.99911649939223
LAX-DFW,8-14,14215,347.4644903271193,335.6,83.99,2508.6,122.98852478604519
LAX-DFW,15-30,24879,355.0571301097311,346.59,68.98,1398.6,129.13623975465322
LAX-DFW,31-60,34060,334.07788872577805,321.7,75.99,1622.61,148.23557832168035
LAX-DTW,0-3,5007,574.2124186139405,579.6,213.99,2077.6,168.65291960453192
LAX-DTW,4-7,7171,555.8021210430902,557.6,188.59,2375.6,150.49846093739333
LAX-DTW,8-14,13587,553.3041797306249,556.1,177.78,2314.6,162.39518558849292
LAX-DTW,15-30,23656,554.1421419513019,567.21,120.78,2767.6,155.4072802202793
LAX-DTW,31-60,37226,513.0058695535379,514.0,108.97,2007.61,141.22208571181537
LAX-EWR,0-3,6184,527.7835510996119,478.61,107.6,2257.6,184.64900962000857
LAX-EWR,4-7,8296,529.0710981195757,516.1,170.58,3304.61,159.4803915504263
LAX-EWR,8-14,13809,518.3235933087117,510.26,126.6,3304.61,156.04139288369552
LAX-EWR,15-30,23882,524.2681479775563,515.6,149.78,3304.61,150.20080104035338
LAX-EWR,31-60,37251,494.33587742610933,477.44,135.68,2594.6,130.6163740526335
LAX-IAD,0-3,3878,526.1262377514182,498.6,314.2,2858.1,206.30257179286207
LAX-IAD,4-7,5521,563.9682955986234,537.6,249.6,2296.6,171.32638703669465
LAX-IAD,8-14,10681,594.3367362606498,567.6,132.61,2528.1,172.77013740107557
LAX-IAD,15-30,20581,619.8990739031145,617.2,197.6,2543.71,145.13662774729065
LAX-IAD,31-60,31139,580.9358335206655,566.1,122.6,2494.61,138.91363981460336
LAX-JFK,0-3,5597,671.9427925674469,504.6,263.6,4752.6,591.0019696692556
LAX-JFK,4-7,7897,686.7212916297328,517.11,243.6,4752.6,599.9877683953382
LAX-JFK,8-14,14158,644.354862268682,537.6,158.6,4752.6,427.18412043484307
LAX-JFK,15-30,25392,581.3185345778198,513.6,113.6,4782.6,269.1853330194848
LAX-JFK,31-60,40919,504.24222830469955,487.6,113.6,3313.61,192.4509476401027
LAX-LGA,0-3,6140,491.9376986970684,467.6,147.6,3225.61,154.33670807983148
LAX-LGA,4-7,8773,519.8620392112163,510.61,172.1,3084.1,150.28738260427303
LAX-LGA,8-14,16447,531.5087742445431,517.6,162.1,3324.09,159.3072598376325
LAX-LGA,15-30,28103,552.9527036259474,540.19,179.58,3514.1,176.02834100778787
LAX-LGA,31-60,44138,513.1883934478228,487.6,112.6,3118.1,151.12663080566725
LAX-MIA,0-3,4980,550.5148795180723,507.6,147.6,4351.6,319.97023639682607
LAX-MIA,4-7,7571,541.0532532030115,511.6,147.6,3422.6,229.4923868346314
LAX-MIA,8-14,13161,522.4603981460375,507.6,147.6,3025.6,196.01535402690914
LAX-MIA,15-30,20987,504.80932577309767,503.6,127.6,2364.1,157.58319253039707
LAX-MIA,31-60,31291,484.8072110191429,466.6,118.6,2148.11,164.9035167502197
LAX-OAK,0-3,1723,394.3605455600696,446.2,52.58,1109.01,208.4986006833773
LAX-OAK,4-7,2424,364.70701320132014,424.2,29.59,967.6,196.6413724765192
LAX-OAK,8-14,4609,353.04019527012366,412.37,29.59,931.6,190.73757521596886
LAX-OAK,15-30,8266,360.68293249455604,422.7,30.69,951.6,190.53032446960876
LAX-OAK,31-60,13963,354.02264986034515,367.2,42.79,1201.61,175.04001951958327
LAX-ORD,0-3,5409,459.8357219449066,398.58,218.59,2539.6,185.85036780406958
LAX-ORD,4-7,6815,461.14644900953783,428.6,178.59,2539.6,166.67481673817144
LAX-ORD,8-14,12156,461.8344126357355,428.6,178.59,2518.11,173.12568614369076
LAX-ORD,15-30,20829,460.55501464304575,428.6,124.78,2473.1,165.64254322497632
LAX-ORD,31-60,32298,439.860982104155,428.6,90.16,2837.61,161.2499523802723
LAX-PHL,0-3,4650,521.7710279569893,488.6,183.99,3026.6,166.31571556228712
LAX-PHL,4-7,6469,548.8983876951615,538.6,213.99,2147.6,160.01411247589306
LAX-PHL,8-14,12316,566.4552541409548,565.6,183.78,2508.1,159.1038914772097
LAX-PHL,15-30,22993,583.7225659983474,586.6,176.68,2508.1,157.50820445802285
LAX-PHL,31-60,34131,547.2825794732063,567.6,159.78,2194.61,144.8872095115706
LAX-SFO,0-3,3416,217.42459016393443,178.6,58.6,2023.6,146.56248268377652
LAX-SFO,4-7,4803,211.4644763689361,178.6,43.6,1175.4,128.38673228189154
LAX-SFO,8-14,8594,212.07679892948568,178.6,43.6,1146.41,133.58213328056323
LAX-SFO,15-30,15282,230.55742114906428,197.6,43.6,1753.6,131.7193593184774
LAX-SFO,31-60,23954,222.9484207230525,208.61,43.6,1128.6,112.74641997841881
LGA-ATL,0-3,4556,266.25574846356454,244.6,53.98,2066.61,125.37201471417038
LGA-ATL,4-7,5737,235.82054035210038,211.1,50.98,687.2,77.45728972567137
LGA-ATL,8-14,9423,218.41575400615517,202.6,43.98,843.6,80.98023821517125
LGA-ATL,15-30,16163,211.88491121697703,198.61,43.98,641.61,78.98792965451595
LGA-ATL,31-60,27193,224.87343912036184,207.6,43.98,1039.6,87.47753628676284
LGA-BOS,0-3,3808,177.18011817226892,148.6,54.6,2168.6,104.23755596653356
LGA-BOS,4-7,4680,167.96474145299146,133.6,48.6,652.2,100.44039506717262
LGA-BOS,8-14,8112,162.4906102071006,128.6,48.6,1101.6,99.9976450016618
LGA-BOS,15-30,15825,139.53524612954186,118.6,43.6,1021.6,79.90185471096952
LGA-BOS,31-60,26707,152.77420226906804,118.6,43.6,1027.2,99.5346319846799
LGA-CLT,0-3,5319,254.61048693363412,218.6,143.6,1998.6,126.38570115015398
LGA-CLT,4-7,7007,239.6805094905095,218.6,108.68,826.59,76.57391139326477
LGA-CLT,8-14,11840,233.2679222972973,218.6,99.16,1577.1,86.86596245774086
LGA-CLT,15-30,18303,192.2962913183631,181.6,87.06,711.6,52.201177038467584
LGA-CLT,31-60,30738,191.53740744355522,182.21,56.06,1761.61,59.211037345118584
LGA-DEN,0-3,2988,323.65699799196784,301.6,138.6,2239.1,153.73109924621934
LGA-DEN,4-7,3768,353.8400371549894,332.61,138.6,2203.1,117.08406074137797
LGA-DEN,8-14,6935,383.53586733958184,372.6,133.61,1331.7,121.67198974728065
LGA-DEN,15-30,12470,405.2171483560545,383.61,103.6,2438.7,126.72629745148703
LGA-DEN,31-60,18549,360.33898377271015,354.6,112.6,1042.6,107.45345239383182
LGA-DFW,0-3,5441,249.41988053666606,227.6,78.59,2505.6,153.88106636774626
LGA-DFW,4-7,6370,248.41545211930926,218.6,68.59,2505.6,115.22668654303102
LGA-DFW,8-14,10445,254.91650359023456,257.21,68.59,2114.6,107.07445803358362
LGA-DFW,15-30,18136,267.22294662549626,258.6,68.59,1097.2,91.0934356277416
LGA-DFW,31-60,31316,271.9382513731,244.6,61.97,1011.2,102.96174572764454
LGA-DTW,0-3,3289,279.40559744603223,248.6,124.59,1687.6,124.40985223317224
LGA-DTW,4-7,4236,241.6071222851747,221.58,67.97,728.61,80.74059561265825
LGA-DTW,8-14,7163,215.1219070221974,188.1,55.0,1451.61,79.83777805488042
LGA-DTW,15-30,11550,195.24808225108225,178.6,48.79,954.21,80.38815594483503
LGA-DTW,31-60,21021,219.86639931497075,195.6,48.79,1561.6,97.09761103500071
LGA-IAD,0-3,5176,452.22370170015455,418.7,273.71,1557.6,117.16468219868933
LGA-IAD,4-7,6913,440.6989700564154,423.11,232.69,1797.61,121.51498820879937
LGA-IAD,8-14,12122,420.3667596106253,416.6,158.6,1731.6,131.9612243564832
LGA-IAD,15-30,19622,383.1982310671695,391.09,98.6,2018.11,157.55187366076171
LGA-IAD,31-60,33795,387.19460541500223,401.1,98.6,1964.1,166.34925407079797
LGA-LAX,0-3,6539,395.7705413671816,384.58,138.6,3503.1,161.52221340702317
LGA-LAX,4-7,8885,425.6641834552617,396.07,143.1,2324.1,138.61698710403485
LGA-LAX,8-14,16323,453.89242602462787,444.6,143.1,2187.1,131.87547464069985
LGA-LAX,15-30,29528,497.19461900568956,472.2,135.6,3364.09,171.50528243069562
LGA-LAX,31-60,47132,483.9320777815497,467.6,128.59,3003.11,161.16255963530338
LGA-MIA,0-3,4104,262.353272417154,214.6,42.79,2453.6,193.8360397152857
LGA-MIA,4-7,5290,216.28803969754253,183.6,30.69,681.6,104.2434286938973
LGA-MIA,8-14,9042,201.21888520238883,181.6,30.69,667.6,101.43808456020734
LGA-MIA,15-30,16736,223.48745817399617,207.6,30.69,1107.6,104.57589892616622
LGA-MIA,31-60,30848,245.40937889004152,223.6,30.69,962.2,124.65124980997045
LGA-OAK,0-3,2826,720.2958846426044,670.6,267.6,2736.1,229.26183839972293
LGA-OAK,4-7,3700,744.1465729729731,701.71,256.7,2994.1,233.8406155885298
LGA-OAK,8-14,6546,783.5585487320501,743.1,256.7,3068.09,265.00062328295337
LGA-OAK,15-30,11627,850.9994332157909,771.71,296.7,3074.1,312.95592586157125
LGA-OAK,31-60,20503,792.069602984929,763.1,256.71,2844.11,232.92105583554377
LGA-ORD,0-3,5706,227.50223974763406,193.6,85.6,2099.1,143.68051652167807
LGA-ORD,4-7,7175,209.40769337979094,186.1,85.6,2091.6,80.04342386430295
LGA-ORD,8-14,11996,198.90122874291433,172.6,79.98,2091.6,85.05537667847047
LGA-ORD,15-30,19917,204.5333353416679,181.6,79.98,828.6,99.97517735288594
LGA-ORD,31-60,31932,200.36477232869848,176.6,65.88,1121.59,95.8271141277333
LGA-PHL,0-3,5474,434.7102246985751,431.6,131.6,1627.61,131.98653563639425
LGA-PHL,4-7,6919,412.97814568579275,417.1,116.6,1383.71,126.5649856904349
LGA-PHL,8-14,11377,395.7120497494946,400.6,116.6,1127.6,128.3245984692435
LGA-PHL,15-30,17706,365.7419784253925,347.59,102.6,1137.2,155.35729772039807
LGA-PHL,31-60,28167,337.39341498917173,323.61,101.6,1137.2,138.0720300830159
LGA-SFO,0-3,4585,453.12436859323884,397.11,217.99,2527.61,169.1639946863815
LGA-SFO,4-7,5860,521.9314675767918,521.21,157.6,1837.1,164.95571650830797
LGA-SFO,8-14,10746,585.802916434022,556.1,130.6,3114.1,184.98635763585855
LGA-SFO,15-30,21321,640.5494728202242,631.6,117.6,3264.1,208.4254069687249
LGA-SFO,31-60,33627,601.2534659648497,577.6,164.01,3014.11,197.86471830106396
MIA-ATL,0-3,2610,343.45235249042145,298.6,35.97,2057.1,247.65191226777782
MIA-ATL,4-7,3555,288.2503263009845,250.61,30.69,2049.6,156.8871622987475
MIA-ATL,8-14,6486,280.8369596053037,248.6,30.69,2049.6,165.72494368172343
MIA-ATL,15-30,11695,300.15266951688756,268.6,30.69,2049.6,177.0646445728016
MIA-ATL,31-60,17878,308.8714733191632,256.61,30.69,1871.6,195.24990496764573
MIA-BOS,0-3,4893,252.61511547108114,237.6,62.59,2272.1,110.98968524726877
MIA-BOS,4-7,5755,227.45289487402258,228.6,42.79,2264.6,82.65103556967014
MIA-BOS,8-14,9119,208.136201337866,198.6,30.69,1184.61,86.56844143769605
MIA-BOS,15-30,16816,226.55632254995243,217.61,30.69,1142.6,85.23122047289839
MIA-BOS,31-60,27436,241.33232140253682,233.61,30.69,968.6,99.55273814154886
MIA-CLT,0-3,3758,325.9805215540181,252.2,86.58,2176.6,219.54549057878253
MIA-CLT,4-7,5190,303.74613487475915,308.6,44.58,981.6,130.99687061212114
MIA-CLT,8-14,8861,296.9036801715382,308.6,44.58,1644.6,126.79774819162247
MIA-CLT,15-30,14593,307.74318303296104,308.6,85.58,1891.6,126.97184246573129
MIA-CLT,31-60,20123,296.10057744869056,307.2,56.68,1564.6,130.70363879505965
MIA-DEN,0-3,2541,406.5269421487604,370.6,129.98,1496.6,110.96323766263772
MIA-DEN,4-7,3613,406.4205590921672,371.2,90.59,2438.1,128.07142516487676
MIA-DEN,8-14,6463,422.92046727525917,415.61,70.59,1488.6,144.451773326196
MIA-DEN,15-30,11687,447.90177718832894,432.6,42.79,2548.1,155.71620894764015
MIA-DEN,31-60,18415,414.39015639424383,419.6,42.79,1528.6,137.05426088675858
MIA-DFW,0-3,5697,344.20454274179394,294.6,86.98,2380.6,194.453839980565
MIA-DFW,4-7,7436,319.62996100053795,294.6,82.59,1228.6,107.77177905240079
MIA-DFW,8-14,11510,297.8905456125109,259.6,61.97,1243.6,120.74329356243896
MIA-DFW,15-30,17125,290.9908630656934,254.6,55.0,1133.6,130.98328804282744
MIA-DFW,31-60,26894,274.82803933962964,244.6,55.0,1118.6,104.76415480799568
MIA-DTW,0-3,2958,338.76484448951993,306.6,156.58,1693.6,122.75003073679368
MIA-DTW,4-7,3757,302.14695767899923,294.6,62.0,1107.6,109.31183692461381
MIA-DTW,8-14,5972,260.6394290020094,217.61,42.79,1399.6,115.48961576514913
MIA-DTW,15-30,10472,274.94019194041255,247.61,42.79,1096.6,127.52921911843366
MIA-DTW,31-60,17427,295.09314741493085,247.61,42.79,1318.6,149.07589804695803
MIA-EWR,0-3,2250,254.4205022222222,193.6,67.59,2207.6,186.1080733125955
MIA-EWR,4-7,3001,289.2117627457514,180.6,43.59,3530.27,437.4370247963987
MIA-EWR,8-14,5163,267.9928065078443,188.6,42.79,3530.27,390.86243965306335
MIA-EWR,15-30,10075,261.082088337469,226.6,30.69,3407.5,177.671834417253
MIA-EWR,31-60,17403,287.6146365569155,248.6,30.69,3406.43,175.30200818191202
MIA-IAD,0-3,1268,355.20162460567826,316.1,98.6,2251.1,163.13678045546428
MIA-IAD,4-7,1780,333.42906741573034,316.1,98.6,1048.6,124.10891955461537
MIA-IAD,8-14,3331,340.45968477934554,317.6,98.6,1804.6,137.14952669018618
MIA-IAD,15-30,6524,345.3066247700797,347.2,88.61,1844.61,122.93555312300172
MIA-IAD,31-60,10267,360.510871724944,351.6,112.6,983.6,132.37547887635313
MIA-JFK,0-3,2853,241.9704696810375,184.6,105.6,2412.6,191.73202478506408
MIA-JFK,4-7,3414,242.52574692442883,174.6,88.6,3419.33,337.46336753650553
MIA-JFK,8-14,5996,221.7991777851901,139.6,74.6,3544.35,265.5334314155952
MIA-JFK,15-30,11774,224.2531773399015,198.6,74.6,3418.25,154.82775388764261
MIA-JFK,31-60,19301,230.8090363193617,214.61,73.6,3544.35,177.39284575200222
MIA-LAX,0-3,4142,407.26439401255436,361.58,138.6,3021.6,197.6776618660493
MIA-LAX,4-7,5844,412.0895739219713,370.6,133.6,1348.6,134.83528972821208
MIA-LAX,8-14,10285,416.5074876033058,408.6,123.61,2417.6,135.38034634264193
MIA-LAX,15-30,17598,420.5177571314922,403.6,125.34,2354.1,143.51748029362406
MIA-LAX,31-60,28361,420.61327915094677,403.6,103.6,2158.11,162.19489386427423
MIA-LGA,0-3,3541,223.07602089805138,184.6,82.59,2453.6,134.57514915281072
MIA-LGA,4-7,4451,197.79857110761625,174.6,61.97,826.59,107.18033322083193
MIA-LGA,8-14,7700,189.78438181818183,139.6,42.79,937.61,113.40720181944845
MIA-LGA,15-30,16036,214.3824744325268,198.6,30.69,1202.6,112.76465223990743
MIA-LGA,31-60,28964,239.3002585968789,223.6,30.69,1255.09,135.2380011735046
MIA-OAK,0-3,1059,731.5412842304061,745.08,177.96,2234.1,322.98509351536944
MIA-OAK,4-7,1471,743.5684160435078,762.7,158.78,2309.1,353.056215768531
MIA-OAK,8-14,2693,726.1043520237653,757.1,146.68,2234.1,346.13506380192524
MIA-OAK,15-30,4758,745.9784321143337,757.895,137.78,2279.1,368.92679814851846
MIA-OAK,31-60,7908,723.0755386949925,747.1,128.78,2069.11,367.5186243541257
MIA-ORD,0-3,4152,295.6214499036609,222.6,99.6,2579.6,255.53950712941418
MIA-ORD,4-7,4869,270.09939617991375,227.6,61.97,2570.6,129.328963475937
MIA-ORD,8-14,7504,270.56439765458424,245.6,40.6,2570.6,119.76747769058755
MIA-ORD,15-30,14162,291.10667137409973,254.6,30.69,1853.61,122.95121693076416
MIA-ORD,31-60,25838,293.7669765461723,248.6,42.79,1138.6,120.21410892597854
MIA-PHL,0-3,3388,283.72896694214876,223.6,37.98,2586.6,201.31492876105338
MIA-PHL,4-7,4532,267.81017210944395,212.6,30.69,1308.6,142.08561854269362
MIA-PHL,8-14,7489,264.93511550273735,212.6,30.69,778.59,136.25433120895784
MIA-PHL,15-30,13442,280.44715369736645,236.6,30.69,1863.6,134.99046266897471
MIA-PHL,31-60,23122,292.41626589395383,240.6,30.69,1132.59,148.7051760250325
MIA-SFO,0-3,3222,492.5267318435755,491.6,232.6,3620.59,194.9429647773983
MIA-SFO,4-7,4496,512.0933429715302,508.6,202.6,2214.6,144.25621429916885
MIA-SFO,8-14,8255,545.7874972743791,525.59,167.21,2062.11,144.4673212887288
MIA-SFO,15-30,14164,572.3218667043208,552.2,187.6,2354.6,138.42966515926304
MIA-SFO,31-60,22208,556.3453867975504,531.19,162.2,2397.2,184.71307032625657
OAK-ATL,0-3,2432,678.1545024671053,704.69,173.99,1924.7,226.0565103788338
OAK-ATL,4-7,3256,673.2149477886978,698.09,170.58,1977.1,233.06421859198554
OAK-ATL,8-14,5822,652.3832806595672,667.2,143.99,2287.11,247.48248321116574
OAK-ATL,15-30,10628,661.1550150545728,667.6,112.78,2207.1,241.64053850190803
OAK-ATL,31-60,17743,627.0399070055797,637.2,123.98,2057.11,227.44775224396278
OAK-BOS,0-3,1650,685.570503030303,666.1,221.96,2386.1,210.31685254994306
OAK-BOS,4-7,2376,737.0987163299664,748.6,218.58,2800.1,215.64008959705333
OAK-BOS,8-14,4824,772.7540526533998,771.7,235.68,2984.1,224.97192237106609
OAK-BOS,15-30,9169,803.4469713163923,783.6,134.78,2933.09,231.03710975367724
OAK-BOS,31-60,12666,720.3945176061899,715.7,162.96,2773.11,223.26402059893027
OAK-CLT,0-3,1379,757.1717693981145,722.08,173.99,1630.5,254.820330440048
OAK-CLT,4-7,1856,774.7075000000001,772.71,173.99,2229.6,246.79630162427006
OAK-CLT,8-14,3221,756.3153647935424,767.1,153.99,2264.1,226.43805446228245
OAK-CLT,15-30,5908,780.7463320920785,786.32,113.99,2279.1,228.65098476735173
OAK-CLT,31-60,8452,748.1126467108377,747.1,113.99,2174.1,231.4213821891025
OAK-DEN,0-3,2097,461.51232713400094,487.19,79.98,1641.7,185.36336858296812
OAK-DEN,4-7,2984,448.4503853887399,481.6,67.88,1663.69,175.68167459915136
OAK-DEN,8-14,5728,440.34752618715083,481.59,48.69,1703.69,191.09722978063212
OAK-DEN,15-30,9396,426.63977756492125,477.59,48.69,1703.69,182.90953285461546
OAK-DEN,31-60,15159,405.8453275282011,461.6,58.99,2898.6,161.01319737347788
OAK-DFW,0-3,2929,490.6502253328781,517.11,148.58,1877.6,173.67736519131955
OAK-DFW,4-7,4283,482.3430492645342,518.7,101.58,1577.6,193.93020336695554
OAK-DFW,8-14,7719,459.1190983287991,517.11,77.58,1267.6,210.2867854921474
OAK-DFW,15-30,12371,447.9858693719182,445.2,79.97,1267.6,219.9391218446117
OAK-DFW,31-60,19611,452.9403079904136,426.58,75.99,1227.7,219.76985393436968
OAK-DTW,0-3,1958,681.4932584269663,697.11,246.58,1483.09,215.6632536202924
OAK-DTW,4-7,2728,680.7205461876833,728.4100000000001,205.68,1877.1,220.6711949135441
OAK-DTW,8-14,4580,660.9410305676856,716.6,205.58,1947.1,222.46553830411744
OAK-DTW,15-30,7878,684.2966387407971,737.11,120.78,2097.11,228.6203641734795
OAK-DTW,31-60,12907,643.7382009762144,687.6,120.78,1987.11,219.84001144800538
OAK-EWR,0-3,1863,619.9085346215782,608.6,181.58,1692.0,153.92382423623627
OAK-EWR,4-7,2237,627.8997049620027,617.59,157.58,2493.1,181.05098216506914
OAK-EWR,8-14,3944,619.9442596348885,608.6,157.68,2469.69,184.43796652692177
OAK-EWR,15-30,6990,651.3063333333334,647.6,130.59,2338.1,190.96969409621678
OAK-EWR,31-60,9705,626.2785213807316,637.2,126.58,2288.71,200.11093177031003
OAK-IAD,0-3,1635,708.510880733945,667.2,351.6,2234.1,184.5896562747496
OAK-IAD,4-7,2258,727.7626527900798,692.71,338.7,2473.69,203.79725082335875
OAK-IAD,8-14,4128,747.6506710271318,716.69,326.1,2484.1,205.81573584402597
OAK-IAD,15-30,6721,779.7526781728909,741.59,368.6,2478.1,204.4207753612987
OAK-IAD,31-60,9211,720.1380816415156,711.59,274.1,2283.11,182.1901645417338
OAK-JFK,0-3,813,605.2396678966791,588.6,267.6,2229.6,213.10869645833426
OAK-JFK,4-7,1354,607.4055465288035,608.6,178.6,2229.6,157.57406742760807
OAK-JFK,8-14,3035,620.0649324546953,596.6,242.6,4021.71,199.43487684107188
OAK-JFK,15-30,5954,649.9632096069869,608.6,309.6,3594.1,201.63600116878476
OAK-JFK,31-60,9173,604.2430895017987,597.21,247.6,2881.71,148.1950396277949
OAK-LAX,0-3,1712,393.99507593457946,470.61,52.58,1192.0,201.95659883897233
OAK-LAX,4-7,2316,374.5994689119171,451.6,29.59,931.6,199.00510938039218
OAK-LAX,8-14,4868,382.70234182415777,452.69,29.59,1231.6,198.53870303850766
OAK-LAX,15-30,8901,387.1267408156387,451.6,30.69,1391.6,197.31788012757335
OAK-LAX,31-60,13882,365.6919211929117,415.4,42.79,1012.0,181.8736209083422
OAK-LGA,0-3,2844,793.3291701828412,731.595,272.1,3584.09,291.95172058341285
OAK-LGA,4-7,3472,827.2112096774193,766.11,263.71,3584.09,298.4147946037684
OAK-LGA,8-14,6266,823.015336737951,762.405,263.71,3264.1,317.45950297485246
OAK-LGA,15-30,10536,855.9497238041004,772.7,241.7,3674.09,317.9638786272648
OAK-LGA,31-60,16875,788.8586317037037,761.1,156.78,2874.11,234.2881724588871
OAK-MIA,0-3,1158,827.4196286701209,797.09,213.58,3144.1,283.5858386797357
OAK-MIA,4-7,1602,814.6663670411986,802.7,211.58,2458.7,273.27030402697574
OAK-MIA,8-14,3106,801.0323470701868,782.7,130.58,2513.7,281.92979625963335
OAK-MIA,15-30,5391,802.7043053236877,788.6,148.59,2593.69,272.9621430637075
OAK-MIA,31-60,8414,775.7869229855004,792.395,158.78,2139.11,247.17934909647983
OAK-ORD,0-3,2201,560.0960745115856,545.2,200.59,2102.1,184.7113107531021
OAK-ORD,4-7,2931,538.3541692255203,534.2,168.59,2234.1,196.41275846387833
OAK-ORD,8-14,5622,536.8307221629314,541.2,174.59,2308.7,201.35769166258908
OAK-ORD,15-30,10056,548.1434437151948,587.2,75.59,2503.7,227.52229256140222
OAK-ORD,31-60,15863,506.74393053016456,541.6,75.59,2243.71,193.80737684956912
OAK-PHL,0-3,1945,700.4340616966581,737.1,123.98,2274.1,255.15228335060831
OAK-PHL,4-7,2646,698.1592932728647,747.09,153.99,2114.11,234.39066187985355
OAK-PHL,8-14,4352,692.7244416360294,736.08,151.58,2269.1,257.4427546541856
OAK-PHL,15-30,6782,689.2283352993218,735.2049999999999,135.59,2363.71,261.7448037377628
OAK-PHL,31-60,10422,655.4776223373633,697.09,105.59,2293.71,251.21569280595114
OAK-SFO,0-3,2451,442.1325418196655,417.21,217.2,1955.39,120.67192719317991
OAK-SFO,4-7,2869,419.82542349250616,407.2,152.2,1629.6,99.50795808886946
OAK-SFO,8-14,5437,408.8371454846423,401.6,121.6,1673.6,92.35111753892123
OAK-SFO,15-30,8869,414.1427894914872,408.2,117.6,1481.6,90.5764768285184
OAK-SFO,31-60,15438,420.60759295245504,418.99,117.6,1653.6,98.70047071728176
ORD-ATL,0-3,4000,287.78677500000003,238.6,110.59,1718.6,152.52081840723002
ORD-ATL,4-7,5050,299.2772811881188,247.6,110.59,1587.2,140.29195500219672
ORD-ATL,8-14,7921,295.21401211968185,260.11,81.59,1563.15,135.1773974398008
ORD-ATL,15-30,11987,283.89093017435556,271.58,42.79,942.6,106.85636686329516
